日期,收盘价,市盈率
2004-01-01,989.98,nan
2005-01-04,989.98,nan
2005-01-05,1013.58,nan
2005-01-06,1005.47,nan
2005-01-07,1011.74,nan
2005-01-10,1023.64,nan
2005-01-11,1027.16,nan
2005-01-12,1024.92,nan
2005-01-13,1029.3,nan
2005-01-14,1011.88,nan
2005-01-17,986.66,nan
2005-01-18,1008.11,nan
2005-01-19,1002.46,nan
2005-01-20,989.44,nan
2005-01-21,1006.25,nan
2005-01-24,1028.01,nan
2005-01-25,1015.1,nan
2005-01-26,1006.84,nan
2005-01-27,989.41,nan
2005-01-28,963.01,nan
2005-01-31,924.17,nan
2005-02-01,905.8,nan
2005-02-02,958.39,nan
2005-02-03,936.86,nan
2005-02-04,952.39,nan
2005-02-16,966.39,nan
2005-02-17,973.81,nan
2005-02-18,964.01,nan
2005-02-21,983.61,nan
2005-02-22,1015.66,nan
2005-02-23,1032.9,nan
2005-02-24,1035.35,nan
2005-02-25,1032.41,nan
2005-02-28,1029.38,nan
2005-03-01,1030.82,nan
2005-03-02,1014.53,nan
2005-03-03,1020.25,nan
2005-03-04,1011.36,nan
2005-03-07,1013.59,nan
2005-03-08,1037.03,nan
2005-03-09,1042.18,nan
2005-03-10,1011.79,nan
2005-03-11,1017.45,nan
2005-03-14,1005.99,nan
2005-03-15,993.48,nan
2005-03-16,982.84,nan
2005-03-17,967.59,nan
2005-03-18,946.71,nan
2005-03-21,950.79,nan
2005-03-22,915.94,nan
2005-03-23,915.97,nan
2005-03-24,928.54,nan
2005-03-25,923.2,nan
2005-03-28,911.35,nan
2005-03-29,904.82,nan
2005-03-30,869.58,nan
2005-03-31,880.9,nan
2005-04-01,913.85,nan
2005-04-04,896.29,nan
2005-04-05,886.2,nan
2005-04-06,898.88,nan
2005-04-07,913.66,nan
2005-04-08,931.38,nan
2005-04-11,931.97,nan
2005-04-12,905.87,nan
2005-04-13,929.11,nan
2005-04-14,916.35,nan
2005-04-15,887.93,nan
2005-04-18,868.33,nan
2005-04-19,867.23,nan
2005-04-20,844.93,nan
2005-04-21,826.05,nan
2005-04-22,806.65,nan
2005-04-25,789.54,nan
2005-04-26,806.94,nan
2005-04-27,790.24,nan
2005-04-28,813.63,nan
2005-04-29,802.28,nan
2005-05-09,771.08,nan
2005-05-10,773.2,nan
2005-05-11,772.08,nan
2005-05-12,769.02,nan
2005-05-13,779.49,nan
2005-05-16,776.54,nan
2005-05-17,785.44,nan
2005-05-18,794.57,nan
2005-05-19,794.49,nan
2005-05-20,787.9,nan
2005-05-23,758.68,nan
2005-05-24,777.77,nan
2005-05-25,781.99,nan
2005-05-26,772.87,nan
2005-05-27,767.27,nan
2005-05-30,776.41,nan
2005-05-31,775.74,nan
2005-06-01,760.51,nan
2005-06-02,756.82,nan
2005-06-03,756.91,nan
2005-06-06,766.73,nan
2005-06-07,767.91,nan
2005-06-08,826.23,nan
2005-06-09,836.83,nan
2005-06-10,820.0,nan
2005-06-13,825.87,nan
2005-06-14,807.36,nan
2005-06-15,788.29,nan
2005-06-16,797.43,nan
2005-06-17,790.55,nan
2005-06-20,813.12,nan
2005-06-21,806.02,nan
2005-06-22,810.03,nan
2005-06-23,796.05,nan
2005-06-24,799.7,nan
2005-06-27,822.88,nan
2005-06-28,807.64,nan
2005-06-29,805.1,nan
2005-06-30,781.83,nan
2005-07-01,743.12,nan
2005-07-04,734.95,nan
2005-07-05,729.36,nan
2005-07-06,727.06,nan
2005-07-07,732.05,nan
2005-07-08,706.74,nan
2005-07-11,694.83,nan
2005-07-12,720.57,nan
2005-07-13,711.95,nan
2005-07-14,711.58,nan
2005-07-15,690.49,nan
2005-07-18,669.03,nan
2005-07-19,677.02,nan
2005-07-20,682.12,nan
2005-07-21,679.02,nan
2005-07-22,694.29,nan
2005-07-25,692.39,nan
2005-07-26,709.1,nan
2005-07-27,724.05,nan
2005-07-28,725.81,nan
2005-07-29,722.87,nan
2005-08-01,729.9,nan
2005-08-02,744.01,nan
2005-08-03,751.89,nan
2005-08-04,747.57,nan
2005-08-05,772.15,nan
2005-08-08,783.73,nan
2005-08-09,799.41,nan
2005-08-10,809.46,nan
2005-08-11,817.62,nan
2005-08-12,803.44,nan
2005-08-15,830.34,nan
2005-08-16,833.49,nan
2005-08-17,857.66,nan
2005-08-18,826.42,nan
2005-08-19,827.46,nan
2005-08-22,836.52,nan
2005-08-23,819.17,nan
2005-08-24,831.0,nan
2005-08-25,843.88,nan
2005-08-26,848.02,nan
2005-08-29,842.15,nan
2005-08-30,832.52,nan
2005-08-31,850.73,nan
2005-09-01,870.71,nan
2005-09-02,880.86,nan
2005-09-05,891.16,nan
2005-09-06,864.93,nan
2005-09-07,893.58,nan
2005-09-08,897.37,nan
2005-09-09,888.0,nan
2005-09-12,894.16,nan
2005-09-13,915.5,nan
2005-09-14,927.82,nan
2005-09-15,929.95,nan
2005-09-16,930.41,nan
2005-09-19,947.9,nan
2005-09-20,947.28,nan
2005-09-21,933.81,nan
2005-09-22,892.08,nan
2005-09-23,874.67,nan
2005-09-26,884.29,nan
2005-09-27,859.63,nan
2005-09-28,857.46,nan
2005-09-29,876.57,nan
2005-09-30,870.96,nan
2005-10-10,859.08,nan
2005-10-11,879.88,nan
2005-10-12,889.6,nan
2005-10-13,886.08,nan
2005-10-14,876.26,nan
2005-10-17,879.27,nan
2005-10-18,897.45,nan
2005-10-19,891.35,nan
2005-10-20,891.06,nan
2005-10-21,897.64,nan
2005-10-24,897.36,nan
2005-10-25,876.64,nan
2005-10-26,853.18,nan
2005-10-27,837.34,nan
2005-10-28,806.56,nan
2005-10-31,812.45,nan
2005-11-01,804.35,nan
2005-11-02,826.51,nan
2005-11-03,818.95,nan
2005-11-04,826.77,nan
2005-11-07,837.67,nan
2005-11-08,846.56,nan
2005-11-09,842.77,nan
2005-11-10,816.01,nan
2005-11-11,822.67,nan
2005-11-14,827.48,nan
2005-11-15,821.06,nan
2005-11-16,827.59,nan
2005-11-17,828.65,nan
2005-11-18,848.78,nan
2005-11-21,855.43,nan
2005-11-22,833.59,nan
2005-11-23,841.31,nan
2005-11-24,845.48,nan
2005-11-25,847.34,nan
2005-11-28,846.43,nan
2005-11-29,835.31,nan
2005-11-30,839.24,nan
2005-12-01,835.39,nan
2005-12-02,821.72,nan
2005-12-05,794.32,nan
2005-12-06,796.99,nan
2005-12-07,805.53,nan
2005-12-08,802.54,nan
2005-12-09,816.96,nan
2005-12-12,823.32,nan
2005-12-13,822.53,nan
2005-12-14,831.8,nan
2005-12-15,824.61,nan
2005-12-16,831.96,nan
2005-12-19,834.02,nan
2005-12-20,835.01,nan
2005-12-21,823.37,nan
2005-12-22,826.91,nan
2005-12-23,834.72,nan
2005-12-26,841.21,nan
2005-12-27,841.93,nan
2005-12-28,844.07,nan
2005-12-29,852.39,nan
2005-12-30,842.74,nan
2006-01-04,852.53,nan
2006-01-05,865.7,nan
2006-01-06,872.82,nan
2006-01-09,886.66,nan
2006-01-10,889.15,nan
2006-01-11,880.91,nan
2006-01-12,899.81,nan
2006-01-13,904.61,nan
2006-01-16,892.8,nan
2006-01-17,891.54,nan
2006-01-18,908.86,nan
2006-01-19,914.31,nan
2006-01-20,908.66,nan
2006-01-23,909.73,nan
2006-01-24,903.84,nan
2006-01-25,887.72,nan
2006-02-06,909.47,nan
2006-02-07,915.25,nan
2006-02-08,924.71,nan
2006-02-09,914.4,nan
2006-02-10,925.09,nan
2006-02-13,926.47,nan
2006-02-14,934.09,nan
2006-02-15,935.77,nan
2006-02-16,914.0,nan
2006-02-17,907.71,nan
2006-02-20,899.59,nan
2006-02-21,918.34,nan
2006-02-22,919.56,nan
2006-02-23,920.87,nan
2006-02-24,926.62,nan
2006-02-27,926.48,nan
2006-02-28,929.38,nan
2006-03-01,936.7,nan
2006-03-02,917.95,nan
2006-03-03,918.01,nan
2006-03-06,915.66,nan
2006-03-07,889.0,nan
2006-03-08,889.97,nan
2006-03-09,884.03,nan
2006-03-10,885.41,nan
2006-03-13,892.68,nan
2006-03-14,895.8,nan
2006-03-15,902.74,nan
2006-03-16,903.93,nan
2006-03-17,899.39,nan
2006-03-20,908.36,nan
2006-03-21,911.14,nan
2006-03-22,920.3,nan
2006-03-23,931.18,nan
2006-03-24,921.31,nan
2006-03-27,931.03,nan
2006-03-28,933.3,nan
2006-03-29,931.04,nan
2006-03-30,923.95,nan
2006-03-31,923.19,nan
2006-04-03,936.34,nan
2006-04-04,947.25,nan
2006-04-05,955.0,nan
2006-04-06,952.32,nan
2006-04-07,961.44,nan
2006-04-10,980.27,nan
2006-04-11,982.14,nan
2006-04-12,986.35,nan
2006-04-13,960.33,nan
2006-04-14,977.09,nan
2006-04-17,988.19,nan
2006-04-18,986.35,nan
2006-04-19,982.99,nan
2006-04-20,970.81,nan
2006-04-21,972.54,nan
2006-04-24,950.93,nan
2006-04-25,945.52,nan
2006-04-26,956.2,nan
2006-04-27,957.59,nan
2006-04-28,965.29,nan
2006-05-08,993.2,nan
2006-05-09,1022.82,nan
2006-05-10,1037.93,nan
2006-05-11,1033.48,nan
2006-05-12,1066.17,nan
2006-05-15,1108.9,nan
2006-05-16,1080.74,nan
2006-05-17,1101.69,nan
2006-05-18,1121.48,nan
2006-05-19,1153.64,nan
2006-05-22,1183.7,nan
2006-05-23,1138.82,nan
2006-05-24,1119.44,nan
2006-05-25,1140.35,nan
2006-05-26,1170.28,nan
2006-05-29,1198.81,nan
2006-05-30,1218.73,nan
2006-05-31,1224.03,nan
2006-06-01,1278.24,nan
2006-06-02,1287.82,nan
2006-06-05,1323.45,nan
2006-06-06,1322.52,nan
2006-06-07,1244.92,nan
2006-06-08,1242.22,nan
2006-06-09,1214.09,nan
2006-06-12,1211.76,nan
2006-06-13,1220.09,nan
2006-06-14,1218.23,nan
2006-06-15,1227.78,nan
2006-06-16,1254.81,nan
2006-06-19,1268.85,nan
2006-06-20,1285.23,nan
2006-06-21,1278.46,nan
2006-06-22,1280.87,nan
2006-06-23,1297.75,nan
